1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
2796.6,3438,4267.7,5527.3,7905,10543.6,14472.8,18608.1,25154.5,32402.3,39725.1,49669.8,57286.6,68080.1,78591.3,88129.7,102985.8,121697.8,145994.7,165801.8,200556.2,242481.1,277540.8,315181.3,372493.4,436988.8,490850.9,542001.8,537215.3,591453,651634.4,707021.3,784741.3,837365,908439.2,957447.8,1005601.5,1089660.2,1154216.5,1205347.7,1322611.2,1388937.2,1440111.4,1500819.1,1562928.9,1658020.4,1740779.6,1835698.2,1898192.6,1924498.1,1933152.4,2057447.8
